TITLE,SGY_JSK_QTY_2023-04-15,SGY_JSK_QTY_2023-03-15,CHANGE_AMOUNT,CHANGE(%),CATEGORY
生活,11967,16575,-4608,-38.51,CATE
AV,1024,1394,-370,-36.13,CATE
情報,6432,7412,-980,-15.24,CATE
