TITLE,SGY_JSK_QTY_2023-04-15,SGY_JSK_QTY_2023-03-15,CHANGE_AMOUNT,CHANGE(%),CATEGORY
円町店(消耗家電),79,74,-5,-6.33,NIUKE_NM
洛北阪急スクエア店(ＡＶ),17,16,-1,-5.88,NIUKE_NM
京橋店(情報),69,65,-4,-5.8,NIUKE_NM
六地蔵MOMOT店(生活),197,186,-11,-5.58,NIUKE_NM
もりのみや店(生活),240,227,-13,-5.42,NIUKE_NM
くずはモール店(情報),150,142,-8,-5.33,NIUKE_NM
宝ヶ池店(生活),124,118,-6,-4.84,NIUKE_NM
天満橋店(消耗家電),69,66,-3,-4.35,NIUKE_NM
エコール・リラ店(生活),69,66,-3,-4.35,NIUKE_NM
東淡路店(情報),52,50,-2,-3.85,NIUKE_NM
大津一里山店(生活),250,241,-9,-3.6,NIUKE_NM
新亀岡店(生活),172,166,-6,-3.49,NIUKE_NM
京都四条河原町店(01_１Ｆ),242,236,-6,-2.48,NIUKE_NM
堺店(消耗家電),43,42,-1,-2.33,NIUKE_NM
なんば本店(08 8階),355,347,-8,-2.25,NIUKE_NM
オアシスタウンキセラ川西店(消耗家電),45,44,-1,-2.22,NIUKE_NM
ホテルモントレ姫路店(情報),98,96,-2,-2.04,NIUKE_NM
中環東大阪店(理美容),66,65,-1,-1.52,NIUKE_NM
