TITLE,SGY_JSK_QTY_2023-04-15,SGY_JSK_QTY_2023-03-15,CHANGE_AMOUNT,CHANGE(%),CATEGORY
TRP-5880X5,2,3,-1,-50.0,KATAMEI
LW100V57W-W-2P,8,12,-4,-50.0,KATAMEI
MPA-UALPS20RD,2,3,-1,-50.0,KATAMEI
LR6NJ/12SW,33,48,-15,-45.45,KATAMEI
FHF32EXNHF3,7,10,-3,-42.86,KATAMEI
RHEC35D02SV,7,10,-3,-42.86,KATAMEI
FHC2734ECW2CF32K,7,10,-3,-42.86,KATAMEI
EH-NE4J-N,12,17,-5,-41.67,KATAMEI
LR6EJV/20SW,5,7,-2,-40.0,KATAMEI
LR44EM/1BP,8,11,-3,-37.5,KATAMEI
FLR40SEXDMX36F32K,11,15,-4,-36.36,KATAMEI
41-945124,3,4,-1,-33.33,KATAMEI
LDA7L-G-FC,6,8,-2,-33.33,KATAMEI
LR03NJ/4B,21,28,-7,-33.33,KATAMEI
TT250A-P,3,4,-1,-33.33,KATAMEI
DQD-710J-8JF,3,4,-1,-33.33,KATAMEI
LR03EM/8S,6,8,-2,-33.33,KATAMEI
WBT-N3020B(BK),3,4,-1,-33.33,KATAMEI
PGI1300XLBK,3,4,-1,-33.33,KATAMEI
A3982N11,3,4,-1,-33.33,KATAMEI
KHS-8730/W,3,4,-1,-33.33,KATAMEI
TT490A-K,3,4,-1,-33.33,KATAMEI
WHA2524WKP,3,4,-1,-33.33,KATAMEI
TQ-478-8JF,3,4,-1,-33.33,KATAMEI
CR-123AW,9,12,-3,-33.33,KATAMEI
LZ-NC100,3,4,-1,-33.33,KATAMEI
M-1012,3,4,-1,-33.33,KATAMEI
HAR-C,3,4,-1,-33.33,KATAMEI
HR-101SA4,3,4,-1,-33.33,KATAMEI
MA-SBL188BK,6,8,-2,-33.33,KATAMEI
RF-NA35R-S,3,4,-1,-33.33,KATAMEI
CR1632EM/2BP,6,8,-2,-33.33,KATAMEI
CR-2032/4H,12,16,-4,-33.33,KATAMEI
P351754C2P,10,13,-3,-30.0,KATAMEI
FL40SSECW37F32K,7,9,-2,-28.57,KATAMEI
DW120WPA.5S,7,9,-2,-28.57,KATAMEI
EW0800-W,11,14,-3,-27.27,KATAMEI
LR20NJ/4SW,15,19,-4,-26.67,KATAMEI
W-1511NB(W),4,5,-1,-25.0,KATAMEI
LR20AN 4MP,4,5,-1,-25.0,KATAMEI
ESLP2,4,5,-1,-25.0,KATAMEI
ED-CCYS10RD,4,5,-1,-25.0,KATAMEI
MPA-ACC20WH,4,5,-1,-25.0,KATAMEI
LDA7D-G/60V1,4,5,-1,-25.0,KATAMEI
ED-CCYS10BK,4,5,-1,-25.0,KATAMEI
LR20NJ/2SE,9,11,-2,-22.22,KATAMEI
JNR-503PSC,5,6,-1,-20.0,KATAMEI
L100V57W-C,5,6,-1,-20.0,KATAMEI
LR20AN 2KP,5,6,-1,-20.0,KATAMEI
G-L14HC,5,6,-1,-20.0,KATAMEI
FDL18EXLCF3,5,6,-1,-20.0,KATAMEI
LR20XJV/4SW,5,6,-1,-20.0,KATAMEI
LR6NJ/4B,28,33,-5,-17.86,KATAMEI
WBT-N3030B(W),6,7,-1,-16.67,KATAMEI
LR6NJ/8SW,67,78,-11,-16.42,KATAMEI
LW100V57W-W,19,22,-3,-15.79,KATAMEI
WF-LS900N L,7,8,-1,-14.29,KATAMEI
FL40SSECW37F3,8,9,-1,-12.5,KATAMEI
T-KST02-22330WH,9,10,-1,-11.11,KATAMEI
P351736F2P,20,22,-2,-10.0,KATAMEI
LR03NJ/8SW,44,48,-4,-9.09,KATAMEI
ｷﾂﾁﾝﾍﾟ-ﾊﾟ-75ｸﾐ,439,459,-20,-4.56,KATAMEI
